Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30
30/05/2020,USA,Affiliate_31,552,249,96,456,"$31,135",12,15,$82,55,23,$386,77,25,$725,92,27,$919,158,31,"$2,140"
30/05/2020,USA,Affiliate_32,233,87,43,176,"$27,211",15,28,$322,67,28,$703,85,29,$840,96,30,$926,170,34,"$1,815"
30/05/2020,USA,Affiliate_33,703,230,72,521,"$7,343",3,3,$19,21,9,$263,39,12,$432,44,12,$495,62,14,$672
30/05/2020,USA,Affiliate_34,651,225,92,479,"$10,857",8,12,$65,36,13,$281,45,17,$346,56,19,$409,76,20,$622
30/05/2020,USA,Affiliate_35,166,58,30,117,"$8,306",10,20,$270,46,18,$523,66,19,$773,79,19,$986,124,23,"$1,777"
30/05/2020,USA,Affiliate_36,"2,052",89,15,"1,049",$738,1,2,$12,4,3,$95,7,4,$100,8,5,$103,8,5,$103
30/05/2020,USA,Rest,"2,543",613,182,"1,588","$14,862",27,35,$257,96,42,$798,152,54,"$1,299",187,59,"$1,725",289,66,"$3,315"
31/05/2020,Australia,Affiliate_27,38,12,2,24,$679,1,1,$6,1,1,$6,1,1,$6,1,1,$6,1,1,$6
31/05/2020,Australia,Affiliate_34,17,10,7,18,$345,1,1,$0,8,3,$18,16,4,$39,21,4,$70,46,4,$278
31/05/2020,Australia,Affiliate_35,13,6,4,10,$227,0,0,$0,2,1,$1,4,1,$2,4,1,$2,4,2,$2
31/05/2020,Australia,Rest,14,6,1,12,$125,0,0,$0,3,1,$19,3,1,$19,3,1,$19,3,1,$19
31/05/2020,Canada,Affiliate_27,27,7,3,17,"$1,080",0,0,$0,1,1,$0,1,1,$0,1,1,$0,1,1,$0
31/05/2020,Canada,Affiliate_34,37,16,8,24,$695,1,3,$5,12,3,$79,18,3,$104,20,3,$118,20,3,$118
31/05/2020,Canada,Rest,33,7,5,22,$294,1,2,$5,2,1,$5,2,1,$5,2,1,$5,2,1,$5
31/05/2020,France,Affiliate_26,60,30,9,51,$310,2,2,$20,5,4,$25,9,5,$27,9,5,$27,10,5,$29
31/05/2020,France,Affiliate_27,47,21,12,36,$735,1,3,$3,3,1,$3,4,2,$5,4,2,$18,12,2,$123
31/05/2020,France,Affiliate_29,866,291,97,684,"$12,157",14,28,$350,60,24,$850,90,28,"$1,291",105,30,"$1,547",174,32,"$2,844"
31/05/2020,France,Affiliate_30,35,15,5,32,$388,1,1,$3,3,1,$12,6,1,$36,8,1,$53,13,1,$111
31/05/2020,France,Affiliate_31,112,53,17,108,$0,1,2,$13,5,2,$40,8,3,$76,10,4,$85,24,4,$160
31/05/2020,France,Affiliate_34,89,24,6,59,$358,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,France,Affiliate_35,28,7,2,19,$855,1,1,$1,4,2,$8,7,2,$37,7,2,$37,12,2,$70
31/05/2020,France,Rest,657,164,45,604,$759,15,23,$178,30,18,$244,35,18,$288,38,19,$317,41,19,$429
31/05/2020,Germany,Affiliate_26,18,10,5,14,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Germany,Affiliate_27,23,9,5,15,$678,2,2,$10,2,2,$10,2,2,$10,3,3,$17,4,3,$33
31/05/2020,Germany,Affiliate_29,686,259,95,538,"$12,835",18,36,$380,115,34,"$1,784",174,38,"$2,771",197,39,"$3,488",309,45,"$5,968"
31/05/2020,Germany,Affiliate_30,71,31,12,57,"$1,637",2,3,$4,4,3,$9,12,5,$52,14,5,$97,41,7,$439
31/05/2020,Germany,Affiliate_31,12,5,3,12,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Germany,Affiliate_33,242,73,25,154,"$1,770",1,2,$7,3,2,$26,4,3,$40,5,3,$50,15,4,$124
31/05/2020,Germany,Affiliate_34,159,49,15,102,"$1,850",0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Germany,Rest,211,71,25,157,"$1,386",2,2,$2,2,2,$2,4,4,$15,5,5,$17,7,5,$26
31/05/2020,Japan,Affiliate_27,1,0,0,1,$232,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Japan,Affiliate_28,36,19,2,33,$427,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Japan,Affiliate_34,3,1,0,2,$67,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Japan,Rest,9,4,2,7,$231,0,0,$0,3,1,$29,9,1,$189,9,1,$189,9,1,$189
31/05/2020,Rest of the world,Affiliate_26,257,87,19,194,$0,2,2,$3,5,3,$10,13,4,$119,13,4,$119,17,4,$217
31/05/2020,Rest of the world,Affiliate_27,267,87,39,177,"$4,847",7,9,$106,32,16,$375,51,16,$695,53,16,$749,102,18,"$1,384"
31/05/2020,Rest of the world,Affiliate_28,"1,421",406,75,"1,079","$3,072",5,6,$6,10,6,$13,11,7,$14,11,7,$14,16,8,$33
31/05/2020,Rest of the world,Affiliate_29,"1,752",623,214,"1,361","$35,472",34,59,$537,168,61,"$1,851",256,73,"$2,874",286,74,"$3,149",486,81,"$6,172"
31/05/2020,Rest of the world,Affiliate_30,681,311,107,556,"$6,152",12,22,$106,53,25,$270,81,30,$598,93,32,$664,136,36,"$1,162"
31/05/2020,Rest of the world,Affiliate_31,203,52,9,139,$0,0,0,$0,0,0,$0,1,1,$6,1,1,$6,1,1,$6
31/05/2020,Rest of the world,Affiliate_32,"2,105",751,365,"1,654","$71,018",104,186,"$2,016",493,157,"$5,032",749,177,"$8,575",883,180,"$10,994","1,505",200,"$21,152"
31/05/2020,Rest of the world,Affiliate_33,"7,078","1,257",224,"2,783","$7,741",2,3,$16,23,12,$100,39,13,$260,46,15,$308,98,16,"$1,092"
31/05/2020,Rest of the world,Affiliate_34,"3,696","1,013",321,"2,533","$13,466",10,18,$129,50,20,$360,84,28,$549,93,31,$654,199,40,"$1,636"
31/05/2020,Rest of the world,Affiliate_35,102,33,17,73,"$3,970",7,19,$182,29,12,$273,39,12,$370,52,13,$527,87,14,$910
31/05/2020,Rest of the world,Rest,"1,314",286,99,799,"$1,722",7,7,$5,17,15,$76,32,18,$164,37,18,$180,59,20,$416
31/05/2020,Russia,Affiliate_26,"1,008",458,142,932,$430,4,4,$9,16,9,$31,23,11,$51,28,12,$60,42,15,$103
31/05/2020,Russia,Affiliate_27,85,22,13,59,"$1,206",2,2,$6,4,4,$7,9,4,$10,12,4,$17,14,4,$18
31/05/2020,Russia,Affiliate_28,289,102,26,277,$967,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Russia,Affiliate_30,352,148,60,307,"$1,502",3,4,$6,20,11,$96,33,16,$130,37,17,$148,49,20,$193
31/05/2020,Russia,Affiliate_31,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Russia,Affiliate_33,177,60,28,144,$437,3,4,$2,10,3,$23,13,3,$24,16,4,$25,26,5,$33
31/05/2020,Russia,Affiliate_34,586,203,87,495,"$1,559",1,1,$1,6,3,$12,13,4,$28,23,5,$79,51,6,$129
31/05/2020,Russia,Rest,398,132,43,273,"$1,011",3,5,$6,14,6,$14,19,6,$15,22,6,$16,33,6,$19
31/05/2020,South Korea,Affiliate_27,3,0,0,1,$169,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,South Korea,Affiliate_28,33,11,1,26,$125,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,South Korea,Rest,6,3,0,4,$95,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Spain,Affiliate_26,15,7,2,13,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Spain,Affiliate_27,7,0,0,1,$279,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Spain,Affiliate_31,79,23,8,56,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Spain,Affiliate_34,31,10,3,26,$187,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,Spain,Rest,103,29,12,78,$217,1,1,$2,2,2,$3,2,2,$3,2,2,$3,2,2,$3
31/05/2020,UK,Affiliate_27,79,30,11,61,"$1,033",4,6,$92,10,4,$118,11,4,$118,13,4,$120,25,4,$262
31/05/2020,UK,Affiliate_29,334,120,42,277,"$4,880",4,8,$31,21,12,$77,38,14,$172,46,14,$230,77,17,$431
31/05/2020,UK,Affiliate_33,120,45,11,79,$886,0,0,$0,1,1,$0,2,2,$7,3,2,$14,4,3,$15
31/05/2020,UK,Affiliate_34,50,13,5,36,$273,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
31/05/2020,UK,Rest,543,180,72,428,"$2,375",3,6,$29,10,5,$83,20,11,$180,21,11,$182,38,14,$266
31/05/2020,USA,Affiliate_26,493,236,92,432,"$13,228",12,24,$307,43,19,$547,93,24,"$1,176",102,25,"$1,251",139,25,"$1,748"
31/05/2020,USA,Affiliate_27,431,142,48,299,"$9,309",10,21,$219,34,14,$340,42,17,$373,44,19,$380,56,21,$446
31/05/2020,USA,Affiliate_28,167,74,26,145,"$3,266",7,12,$111,36,13,$205,48,17,$284,53,17,$372,78,20,$670
31/05/2020,USA,Affiliate_29,"2,408",828,344,"1,867","$59,979",69,117,"$1,204",303,117,"$2,737",469,134,"$4,278",539,136,"$4,898",871,153,"$8,892"
31/05/2020,USA,Affiliate_30,261,123,50,226,"$6,594",15,22,$117,62,27,$356,91,33,$536,100,33,$583,198,38,"$1,691"
31/05/2020,USA,Affiliate_31,655,277,96,520,"$7,788",15,24,$169,72,23,$491,122,27,"$1,006",139,29,"$1,187",207,30,"$2,069"
31/05/2020,USA,Affiliate_32,365,144,73,284,"$26,740",22,37,$450,93,38,$916,157,48,"$1,755",179,50,"$2,032",271,54,"$2,971"
31/05/2020,USA,Affiliate_33,763,216,63,543,"$7,813",5,12,$150,47,12,$552,60,15,$745,65,16,$766,71,19,$845
31/05/2020,USA,Affiliate_34,687,217,82,487,"$11,175",13,17,$109,36,17,$243,64,21,$564,83,21,$711,205,25,"$1,698"
31/05/2020,USA,Affiliate_35,160,52,28,120,"$7,358",8,13,$111,24,12,$172,41,15,$373,47,16,$488,80,19,$819
31/05/2020,USA,Affiliate_36,"1,720",83,20,910,$644,2,2,$19,3,3,$28,4,3,$40,5,3,$53,11,4,$118
31/05/2020,USA,Rest,"2,669",614,193,"1,572","$15,350",32,61,$445,115,48,$763,149,58,"$1,117",162,60,"$1,267",280,69,"$2,691"
01/06/2020,Australia,Affiliate_27,28,9,6,17,$483,1,2,$23,11,4,$57,16,4,$93,18,4,$94,22,4,$167
01/06/2020,Australia,Affiliate_31,1,1,1,1,$0,0,0,$0,0,0,$0,0,0,$0,1,1,$6,4,1,$47
01/06/2020,Australia,Affiliate_34,8,4,2,6,$163,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Australia,Affiliate_35,21,8,4,17,$239,0,0,$0,0,0,$0,0,0,$0,0,0,$0,1,1,$0
01/06/2020,Australia,Rest,11,4,3,10,$113,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Canada,Affiliate_27,32,15,7,23,$963,1,1,$0,3,2,$25,3,2,$25,3,2,$25,3,2,$25
01/06/2020,Canada,Affiliate_31,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Canada,Affiliate_34,29,12,5,21,$493,2,6,$99,9,3,$119,10,3,$125,10,3,$125,10,3,$125
01/06/2020,Canada,Rest,23,7,2,14,$338,0,0,$0,0,0,$0,0,0,$0,0,0,$0,1,1,$3
01/06/2020,France,Affiliate_26,60,26,15,49,$0,3,3,$20,6,4,$56,6,4,$56,6,4,$56,6,4,$56
01/06/2020,France,Affiliate_27,25,7,2,20,$628,1,1,$1,1,1,$1,1,1,$1,1,1,$1,1,1,$1
01/06/2020,France,Affiliate_29,740,250,92,610,"$12,623",16,23,$208,55,26,$507,97,28,$923,118,30,"$1,157",208,36,"$2,413"
01/06/2020,France,Affiliate_30,26,13,7,25,$567,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,France,Affiliate_31,112,45,8,85,$0,1,1,$19,4,2,$33,4,2,$43,4,2,$43,5,2,$62
01/06/2020,France,Affiliate_34,82,21,5,62,$321,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,France,Affiliate_35,38,16,7,29,$854,1,1,$19,5,2,$72,8,3,$88,8,3,$88,9,3,$104
01/06/2020,France,Rest,164,53,18,157,$717,1,1,$10,10,4,$76,17,4,$118,24,4,$134,48,4,$319
01/06/2020,Germany,Affiliate_26,19,7,2,14,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Germany,Affiliate_27,25,8,3,18,$596,0,0,$0,0,0,$0,0,0,$0,0,0,$0,4,2,$26
01/06/2020,Germany,Affiliate_29,708,259,118,585,"$14,748",15,17,$87,61,29,$292,99,33,$416,112,35,$519,180,41,"$1,465"
01/06/2020,Germany,Affiliate_30,65,27,10,52,"$1,846",0,0,$0,4,4,$36,5,4,$43,6,4,$62,11,4,$108
01/06/2020,Germany,Affiliate_31,11,5,0,8,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Germany,Affiliate_33,223,68,20,176,"$1,559",0,0,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1
01/06/2020,Germany,Affiliate_34,106,37,13,82,"$1,333",0,0,$0,6,1,$49,10,2,$95,13,2,$112,45,2,$264
01/06/2020,Germany,Rest,213,53,22,168,"$1,195",2,3,$39,9,4,$91,15,5,$111,19,5,$130,38,5,$349
01/06/2020,Japan,Affiliate_27,0,0,0,0,$225,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Japan,Affiliate_28,25,15,2,23,$249,0,0,$0,0,0,$0,1,1,$2,1,1,$2,1,1,$2
01/06/2020,Japan,Affiliate_34,3,0,0,2,$43,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Japan,Rest,9,3,1,7,$191,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Rest of the world,Affiliate_26,231,86,19,176,$0,2,2,$2,2,2,$2,6,4,$5,8,4,$6,12,4,$14
01/06/2020,Rest of the world,Affiliate_27,237,77,25,161,"$4,096",2,2,$34,5,4,$39,18,7,$147,19,7,$167,27,7,$317
01/06/2020,Rest of the world,Affiliate_28,"1,269",365,74,956,"$3,607",4,5,$5,15,10,$18,20,13,$35,23,14,$40,42,15,$162
01/06/2020,Rest of the world,Affiliate_29,"1,486",561,190,"1,230","$27,619",35,68,$733,206,65,"$2,698",311,76,"$4,710",369,80,"$5,874",617,92,"$10,905"
01/06/2020,Rest of the world,Affiliate_30,575,247,54,421,"$6,359",5,5,$6,31,14,$131,43,16,$191,50,16,$287,69,17,$423
01/06/2020,Rest of the world,Affiliate_31,192,56,7,122,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Rest of the world,Affiliate_32,"2,328",867,430,"1,790","$75,281",106,190,"$1,890",564,195,"$5,036",836,227,"$7,973",945,235,"$9,197","1,566",255,"$18,098"
01/06/2020,Rest of the world,Affiliate_33,"6,450","1,193",208,"2,549","$6,355",2,2,$6,9,8,$37,15,10,$50,17,10,$51,28,13,$121
01/06/2020,Rest of the world,Affiliate_34,"2,727",785,260,"1,884","$11,857",9,13,$127,48,22,$318,69,24,$566,80,26,$625,124,29,$891
01/06/2020,Rest of the world,Affiliate_35,86,36,21,70,"$3,861",3,4,$14,13,6,$80,22,8,$217,33,10,$345,48,12,$559
01/06/2020,Rest of the world,Rest,"1,037",325,78,802,"$1,941",19,23,$38,38,24,$101,53,27,$196,71,28,$340,121,28,$741
01/06/2020,Russia,Affiliate_26,962,395,121,889,$0,4,4,$18,12,8,$54,20,10,$159,22,10,$163,39,10,$468
01/06/2020,Russia,Affiliate_27,77,33,14,96,$806,2,3,$6,24,4,$194,33,4,$273,44,4,$437,66,4,$785
01/06/2020,Russia,Affiliate_28,204,71,15,191,$760,1,3,$4,4,2,$12,9,4,$28,9,4,$28,18,5,$72
01/06/2020,Russia,Affiliate_30,269,105,45,211,"$1,521",1,1,$1,7,3,$35,12,4,$73,13,4,$91,28,6,$255
01/06/2020,Russia,Affiliate_31,1,0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Russia,Affiliate_33,207,76,26,175,$504,2,2,$0,5,3,$15,7,4,$16,7,4,$16,11,4,$19
01/06/2020,Russia,Affiliate_34,488,198,74,433,"$1,360",0,0,$0,7,4,$42,11,4,$45,14,5,$52,36,7,$104
01/06/2020,Russia,Rest,640,179,71,422,"$1,381",0,0,$0,2,2,$6,2,2,$6,4,4,$6,10,5,$25
01/06/2020,South Korea,Affiliate_27,0,0,0,0,$98,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,South Korea,Affiliate_28,24,12,1,20,$86,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,South Korea,Rest,7,1,1,7,$90,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Spain,Affiliate_26,13,3,0,12,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Spain,Affiliate_27,6,1,0,2,$201,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Spain,Affiliate_31,77,32,6,60,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,Spain,Affiliate_34,31,7,7,26,$149,1,4,$21,5,2,$23,7,3,$27,10,3,$48,10,3,$48
01/06/2020,Spain,Rest,110,26,11,79,$246,0,0,$0,2,1,$9,3,2,$15,3,2,$15,11,4,$50
01/06/2020,UK,Affiliate_27,56,19,7,39,$703,0,0,$0,1,1,$2,2,1,$2,2,1,$2,4,2,$8
01/06/2020,UK,Affiliate_29,305,103,32,247,"$4,728",5,5,$39,22,11,$155,37,13,$229,43,13,$242,85,15,$509
01/06/2020,UK,Affiliate_31,1,1,0,1,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1,1,1,$1
01/06/2020,UK,Affiliate_33,120,44,16,87,$872,2,2,$13,9,4,$119,11,4,$167,11,4,$167,12,4,$186
01/06/2020,UK,Affiliate_34,57,22,2,41,$283,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
01/06/2020,UK,Rest,479,172,57,402,"$2,450",5,8,$39,24,8,$116,30,9,$137,34,9,$149,61,11,$284
01/06/2020,USA,Affiliate_26,405,183,60,339,$287,6,6,$54,22,11,$203,40,15,$437,46,15,$474,86,15,$756
01/06/2020,USA,Affiliate_27,399,140,54,283,"$8,358",5,7,$97,24,13,$202,41,15,$425,51,16,$572,131,21,"$2,067"
01/06/2020,USA,Affiliate_28,131,60,13,128,"$2,581",0,0,$0,4,3,$11,4,3,$12,5,3,$14,10,4,$25
01/06/2020,USA,Affiliate_29,"2,367",821,293,"1,810","$56,904",62,92,$860,245,109,"$2,199",380,131,"$3,887",430,136,"$4,445",682,154,"$6,976"
01/06/2020,USA,Affiliate_30,239,113,32,219,"$4,766",10,19,$165,49,19,$334,65,20,$531,77,23,$705,166,23,"$2,478"
01/06/2020,USA,Affiliate_31,445,188,75,361,"$4,334",8,17,$131,46,16,$352,65,19,$477,78,21,$651,94,25,$933
01/06/2020,USA,Affiliate_32,287,100,49,217,"$26,223",19,27,$177,68,31,$607,107,35,"$1,130",136,36,"$1,587",264,44,"$2,928"
01/06/2020,USA,Affiliate_33,721,205,62,488,"$7,439",8,18,$211,47,15,$537,71,17,$796,80,18,$908,129,19,"$1,682"
01/06/2020,USA,Affiliate_34,722,253,90,504,"$12,228",7,10,$58,33,16,$243,50,19,$300,61,20,$345,155,27,"$1,888"
01/06/2020,USA,Affiliate_35,172,43,23,113,"$9,495",5,25,$481,62,12,$955,81,12,"$1,175",86,12,"$1,266",125,12,"$1,765"
01/06/2020,USA,Affiliate_36,"1,683",86,20,893,$831,1,2,$9,3,2,$11,12,4,$84,12,4,$84,16,6,$98
01/06/2020,USA,Rest,"2,354",596,179,"1,401","$13,634",18,26,$238,79,36,$740,118,49,"$1,286",133,52,"$1,560",205,66,"$2,519"
02/06/2020,Australia,Affiliate_27,30,10,4,24,$443,1,1,$0,2,2,$4,2,2,$4,2,2,$4,3,2,$9
02/06/2020,Australia,Affiliate_31,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Australia,Affiliate_34,5,2,1,1,$93,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Australia,Affiliate_35,10,4,2,6,$245,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Australia,Rest,13,5,0,14,$92,1,1,$9,1,1,$9,1,1,$9,1,1,$9,1,1,$9
02/06/2020,Canada,Affiliate_27,34,10,5,22,$893,3,3,$20,3,3,$20,3,3,$20,7,3,$25,14,3,$36
02/06/2020,Canada,Affiliate_34,14,5,3,10,$311,0,0,$0,0,0,$0,0,0,$0,0,0,$0,4,1,$6
02/06/2020,Canada,Rest,17,7,5,18,$183,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,France,Affiliate_26,47,20,6,40,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,France,Affiliate_27,27,14,1,20,$512,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,France,Affiliate_29,594,208,70,470,"$10,837",4,5,$50,18,9,$323,28,11,$585,35,12,$768,75,13,"$1,757"
02/06/2020,France,Affiliate_30,20,8,4,19,$227,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,France,Affiliate_31,106,47,12,91,$0,2,4,$24,5,2,$29,10,2,$63,12,2,$78,37,2,$367
02/06/2020,France,Affiliate_34,22,5,2,14,$87,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,France,Affiliate_35,29,10,7,23,$827,1,4,$57,12,4,$160,15,4,$195,19,4,$263,22,4,$315
02/06/2020,France,Rest,207,49,19,167,$579,1,1,$1,2,2,$7,2,2,$7,2,2,$7,2,2,$7
02/06/2020,Germany,Affiliate_26,15,4,3,10,$0,0,0,$0,3,1,$9,4,1,$12,4,1,$12,4,1,$12
02/06/2020,Germany,Affiliate_27,10,5,2,6,$370,1,1,$10,2,2,$12,3,2,$18,3,2,$18,3,2,$18
02/06/2020,Germany,Affiliate_29,485,186,76,386,"$12,231",12,19,$136,69,26,$575,108,30,"$1,054",144,32,"$1,570",239,36,"$2,364"
02/06/2020,Germany,Affiliate_30,42,20,6,34,"$1,447",1,2,$5,3,2,$8,4,2,$11,4,3,$17,10,4,$48
02/06/2020,Germany,Affiliate_31,4,2,1,4,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Germany,Affiliate_33,181,58,20,126,"$1,302",2,3,$13,4,2,$13,4,2,$13,4,2,$13,11,3,$41
02/06/2020,Germany,Affiliate_34,53,16,4,33,$937,1,1,$3,1,1,$3,1,1,$3,4,3,$15,6,3,$16
02/06/2020,Germany,Rest,156,42,14,148,$915,1,2,$4,6,3,$16,11,3,$36,14,3,$42,17,3,$45
02/06/2020,Japan,Affiliate_27,3,1,0,1,$138,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Japan,Affiliate_28,35,23,5,31,$401,1,1,$1,2,1,$3,3,1,$5,3,1,$5,4,1,$7
02/06/2020,Japan,Affiliate_34,3,1,0,3,$59,1,2,$43,2,1,$43,2,1,$43,2,1,$43,2,1,$43
02/06/2020,Japan,Rest,9,1,1,4,$179,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Rest of the world,Affiliate_26,244,72,8,182,$0,0,0,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1
02/06/2020,Rest of the world,Affiliate_27,233,74,23,157,"$3,911",1,2,$1,6,2,$15,11,2,$27,13,2,$56,21,5,$109
02/06/2020,Rest of the world,Affiliate_28,"1,196",403,85,887,"$2,561",5,8,$22,19,9,$53,23,9,$84,23,10,$86,24,10,$104
02/06/2020,Rest of the world,Affiliate_29,"1,434",502,176,"1,134","$33,018",31,63,$761,155,48,"$2,078",211,54,"$3,075",249,58,"$3,484",394,67,"$5,547"
02/06/2020,Rest of the world,Affiliate_30,648,266,83,472,"$5,913",2,4,$6,32,10,$113,43,11,$165,59,12,$321,103,14,$662
02/06/2020,Rest of the world,Affiliate_31,194,55,12,129,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Rest of the world,Affiliate_32,"2,564",937,429,"1,919","$79,828",89,170,"$1,786",571,179,"$6,702",834,203,"$10,342",992,214,"$12,381","1,577",235,"$20,770"
02/06/2020,Rest of the world,Affiliate_33,"5,982","1,080",182,"2,322","$5,808",4,7,$70,35,10,$225,59,11,$510,67,12,$611,92,14,$846
02/06/2020,Rest of the world,Affiliate_34,"2,845",950,252,"2,177","$11,917",10,15,$50,54,26,$220,77,28,$314,102,31,$456,201,36,$917
02/06/2020,Rest of the world,Affiliate_35,74,33,12,50,"$3,358",3,10,$116,18,6,$245,22,8,$306,28,8,$419,45,9,$735
02/06/2020,Rest of the world,Rest,685,192,78,539,"$2,391",4,5,$18,23,9,$117,37,10,$197,42,12,$211,73,14,$514
02/06/2020,Russia,Affiliate_26,859,356,113,755,$0,4,4,$1,14,9,$15,14,9,$15,20,12,$20,38,13,$65
02/06/2020,Russia,Affiliate_27,70,23,7,53,"$1,011",3,3,$1,4,4,$1,5,4,$1,6,4,$2,17,4,$4
02/06/2020,Russia,Affiliate_28,260,86,23,215,$604,2,2,$1,4,4,$7,4,4,$7,4,4,$7,11,4,$91
02/06/2020,Russia,Affiliate_30,268,126,45,225,"$1,917",2,2,$2,10,6,$15,12,7,$18,13,8,$24,18,11,$38
02/06/2020,Russia,Affiliate_31,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,Russia,Affiliate_33,210,89,30,190,$545,0,0,$0,11,3,$28,14,4,$32,16,4,$39,25,5,$57
02/06/2020,Russia,Affiliate_34,568,224,103,517,"$1,421",1,13,$215,72,5,"$1,661",132,6,"$3,046",179,6,"$4,002",271,6,"$6,213"
02/06/2020,Russia,Rest,734,240,83,533,"$1,625",1,1,$3,3,2,$3,3,2,$3,4,3,$4,4,3,$4
02/06/2020,South Korea,Affiliate_27,3,2,0,2,$125,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,South Korea,Affiliate_28,30,6,0,25,$64,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
02/06/2020,South Korea,Rest,11,1,1,9,$148,0,0,$0,1,1,$3,1,1,$3,1,1,$3,1,1,$3
02/06/2020,Spain,Affiliate_26,14,3,2,9,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
