Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30,Zone,Month,Day
2020-06-22,USA,Affiliate_31,1069,427,141,864,31855,20,40,385,85,36,667,117,43,973,136,45,1079,205,46,1976,NA,6,22
2020-06-22,USA,Affiliate_32,267,85,41,178,29466,10,31,219,66,17,661,101,21,1307,128,22,1636,216,24,3511,NA,6,22
2020-06-22,USA,Affiliate_33,495,148,50,332,5312,3,4,27,16,8,235,33,10,486,34,10,529,48,10,878,NA,6,22
2020-06-22,USA,Affiliate_34,1437,519,162,995,24477,22,35,180,92,36,486,127,43,826,151,45,1025,247,55,1884,NA,6,22
2020-06-22,USA,Affiliate_35,219,86,41,166,9658,13,16,136,69,20,415,95,22,578,108,22,754,180,24,1390,NA,6,22
2020-06-22,USA,Affiliate_36,9864,702,111,4059,5227,4,5,129,15,8,162,22,11,184,22,11,184,45,12,294,NA,6,22
2020-06-22,USA,Rest,1848,532,187,1290,19318,24,30,129,86,39,440,122,48,655,143,50,746,250,64,1732,NA,6,22
2020-06-23,Australia,Affiliate_27,19,9,4,14,369,1,1,6,9,3,24,16,3,37,26,3,99,32,4,170,Asia,6,23
2020-06-23,Australia,Affiliate_31,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Australia,Affiliate_34,24,7,3,14,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Australia,Affiliate_35,5,0,0,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Australia,Rest,19,8,1,17,131,0,0,0,1,1,0,1,1,0,1,1,0,7,1,3,Asia,6,23
2020-06-23,Canada,Affiliate_27,17,6,3,19,662,0,0,0,0,0,0,1,1,18,2,1,25,3,1,34,NA,6,23
2020-06-23,Canada,Affiliate_34,22,8,2,19,379,0,0,0,0,0,0,0,0,0,2,1,13,2,1,13,NA,6,23
2020-06-23,Canada,Rest,43,10,2,31,261,0,0,0,0,0,0,2,1,34,2,1,34,7,1,139,NA,6,23
2020-06-23,France,Affiliate_26,69,36,20,68,1302,1,1,1,4,2,39,12,4,102,12,4,103,21,4,163,Europe,6,23
2020-06-23,France,Affiliate_27,42,17,5,37,549,1,2,7,4,2,25,4,2,25,4,2,25,10,2,76,Europe,6,23
2020-06-23,France,Affiliate_29,983,367,136,771,16565,9,17,168,52,20,580,88,27,1008,114,31,1465,150,36,1998,Europe,6,23
2020-06-23,France,Affiliate_30,34,21,7,30,146,0,0,0,3,1,49,4,1,58,6,2,110,8,2,158,Europe,6,23
2020-06-23,France,Affiliate_31,118,41,16,95,194,0,0,0,7,4,100,7,4,100,7,4,100,10,5,122,Europe,6,23
2020-06-23,France,Affiliate_34,7,4,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,France,Affiliate_35,53,20,12,42,1050,2,2,20,9,6,86,18,7,146,20,7,162,26,8,244,Europe,6,23
2020-06-23,France,Rest,410,139,54,375,1455,6,12,183,15,9,194,16,10,197,18,12,202,21,12,238,Europe,6,23
2020-06-23,Germany,Affiliate_26,9,5,0,7,67,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Europe,6,23
2020-06-23,Germany,Affiliate_27,14,10,3,12,278,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,Europe,6,23
2020-06-23,Germany,Affiliate_29,412,159,67,321,7171,4,10,100,20,11,245,24,11,289,28,12,341,49,16,548,Europe,6,23
2020-06-23,Germany,Affiliate_30,38,21,10,31,1799,0,0,0,1,1,1,3,1,5,6,2,8,20,4,63,Europe,6,23
2020-06-23,Germany,Affiliate_31,9,6,2,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Europe,6,23
2020-06-23,Germany,Affiliate_33,66,23,7,47,475,0,0,0,0,0,0,0,0,0,1,1,10,4,1,43,Europe,6,23
2020-06-23,Germany,Affiliate_34,66,23,11,46,1675,1,3,6,3,1,6,4,2,25,8,3,48,32,4,628,Europe,6,23
2020-06-23,Germany,Affiliate_35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,Germany,Rest,470,140,49,348,1997,2,2,1,12,6,112,15,7,139,18,7,159,23,9,171,Europe,6,23
2020-06-23,Japan,Affiliate_27,2,1,0,3,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Japan,Affiliate_28,25,20,1,22,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Japan,Affiliate_34,7,3,2,7,158,0,0,0,1,1,1,2,1,8,2,1,8,2,1,8,Asia,6,23
2020-06-23,Japan,Rest,24,6,3,16,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Rest of the world,Affiliate_26,140,39,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_27,212,75,28,140,3172,2,2,6,6,5,12,8,6,15,9,6,16,14,8,30,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_28,989,302,71,663,3671,2,5,12,12,8,56,16,8,100,17,9,106,26,13,143,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_29,2181,745,260,1638,63961,44,83,676,216,87,1715,296,91,2737,344,93,3271,540,102,6224,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_30,576,239,69,424,5675,5,10,82,28,14,258,50,19,428,69,20,695,122,21,1413,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_31,435,151,39,317,988,1,1,3,4,4,11,4,4,11,4,4,11,4,4,11,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_32,3763,1139,461,2509,109089,72,146,1778,415,141,5148,601,166,7398,766,171,9627,1354,192,19035,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_33,3334,739,147,1582,4251,5,8,67,26,9,248,39,10,341,43,10,415,59,13,544,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_34,2623,734,207,1674,11927,10,13,74,59,17,390,69,20,437,78,20,505,133,25,843,Rest of the world,6,23
2020-06-23,Rest of the world,Affiliate_35,78,26,18,66,3771,4,8,58,22,7,208,27,8,259,28,8,284,29,8,297,Rest of the world,6,23
2020-06-23,Rest of the world,Rest,1200,409,130,857,2624,2,3,23,9,6,69,21,8,239,33,9,412,42,10,539,Rest of the world,6,23
2020-06-23,Russia,Affiliate_26,1433,661,273,1289,12361,8,13,49,47,24,197,68,28,249,75,28,268,134,30,542,Europe,6,23
2020-06-23,Russia,Affiliate_27,95,33,11,74,1685,1,1,0,1,1,0,3,2,21,3,2,21,3,2,21,Europe,6,23
2020-06-23,Russia,Affiliate_28,185,59,14,140,394,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Europe,6,23
2020-06-23,Russia,Affiliate_30,246,102,45,203,835,0,0,0,8,2,102,18,4,233,24,4,330,46,6,569,Europe,6,23
2020-06-23,Russia,Affiliate_33,412,166,70,325,747,1,1,0,4,3,1,11,4,32,11,4,32,12,4,32,Europe,6,23
2020-06-23,Russia,Affiliate_34,386,140,62,309,1401,3,4,14,12,5,52,15,5,79,21,6,108,30,7,195,Europe,6,23
2020-06-23,Russia,Rest,869,279,78,588,1183,0,0,0,5,2,53,8,5,65,9,6,69,10,8,78,Europe,6,23
2020-06-23,South Korea,Affiliate_27,3,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,South Korea,Affiliate_28,16,8,0,16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,South Korea,Rest,25,10,1,24,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,23
2020-06-23,Spain,Affiliate_26,13,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,Spain,Affiliate_27,2,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,Spain,Affiliate_31,165,71,19,119,514,1,1,1,2,2,1,3,2,4,3,2,4,4,2,4,Europe,6,23
2020-06-23,Spain,Affiliate_34,27,9,4,22,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,Spain,Rest,268,95,34,204,599,0,0,0,1,1,10,3,1,35,6,2,112,40,3,822,Europe,6,23
2020-06-23,UK,Affiliate_27,50,26,6,38,631,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,Europe,6,23
2020-06-23,UK,Affiliate_29,279,100,26,238,4768,4,10,72,18,7,116,24,10,138,26,10,149,36,12,191,Europe,6,23
2020-06-23,UK,Affiliate_31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,UK,Affiliate_33,73,24,7,45,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,UK,Affiliate_34,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,UK,Affiliate_35,2,0,0,2,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,23
2020-06-23,UK,Rest,484,167,48,355,3620,1,1,3,8,5,15,15,8,44,18,9,66,76,10,769,Europe,6,23
2020-06-23,USA,Affiliate_26,545,221,66,437,9338,8,18,262,43,13,680,59,14,894,68,14,1131,88,16,1571,NA,6,23
2020-06-23,USA,Affiliate_27,327,115,35,206,7166,4,12,175,22,7,334,28,9,372,36,10,546,91,13,1619,NA,6,23
2020-06-23,USA,Affiliate_28,105,52,14,101,7189,2,4,15,6,2,24,11,4,29,12,4,37,35,5,157,NA,6,23
2020-06-23,USA,Affiliate_29,3631,1056,381,2584,72924,78,138,1314,330,134,3064,538,157,6825,634,166,8165,994,181,12231,NA,6,23
2020-06-23,USA,Affiliate_30,183,81,35,162,4994,8,13,114,41,17,237,54,20,348,63,21,455,90,23,760,NA,6,23
2020-06-23,USA,Affiliate_31,699,299,118,566,28079,18,24,267,72,30,916,105,36,1491,131,37,1821,290,40,5339,NA,6,23
2020-06-23,USA,Affiliate_32,225,73,39,171,28061,13,28,365,78,20,824,101,20,1106,121,20,1329,175,22,2153,NA,6,23
2020-06-23,USA,Affiliate_33,554,167,51,353,5443,3,4,8,14,9,71,23,12,144,24,12,157,35,12,214,NA,6,23
2020-06-23,USA,Affiliate_34,1319,449,126,914,22754,14,22,141,62,29,483,83,29,729,110,30,1188,191,36,2986,NA,6,23
2020-06-23,USA,Affiliate_35,205,68,28,142,9841,11,15,110,32,15,214,45,16,275,61,16,425,144,18,1329,NA,6,23
2020-06-23,USA,Affiliate_36,9897,693,108,4204,4463,4,4,2,16,6,72,25,7,141,30,7,218,63,10,798,NA,6,23
2020-06-23,USA,Rest,1804,492,160,1205,16203,16,35,405,80,29,941,120,40,1740,146,42,2110,235,48,3333,NA,6,23
2020-06-24,Australia,Affiliate_27,26,7,6,20,615,2,2,9,3,2,15,3,2,15,4,2,40,4,2,72,Asia,6,24
2020-06-24,Australia,Affiliate_34,30,7,4,16,682,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,Asia,6,24
2020-06-24,Australia,Affiliate_35,8,4,2,6,152,0,0,0,1,1,0,3,1,1,5,1,2,7,1,3,Asia,6,24
2020-06-24,Australia,Affiliate_36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,24
2020-06-24,Australia,Rest,20,5,0,15,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,24
2020-06-24,Canada,Affiliate_27,31,15,6,25,772,0,0,0,3,1,35,11,2,109,14,2,125,28,2,235,NA,6,24
2020-06-24,Canada,Affiliate_34,11,5,2,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24
2020-06-24,Canada,Affiliate_36,7,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24
2020-06-24,Canada,Rest,50,10,6,38,262,0,0,0,1,1,0,2,1,7,3,1,7,3,1,7,NA,6,24
2020-06-24,France,Affiliate_26,63,30,10,55,1228,0,0,0,2,1,31,7,2,79,8,2,85,24,2,281,Europe,6,24
2020-06-24,France,Affiliate_27,41,19,6,31,549,0,0,0,0,0,0,3,1,45,6,1,128,11,2,223,Europe,6,24
2020-06-24,France,Affiliate_29,1016,347,138,766,15388,12,14,161,53,21,805,88,27,1322,109,28,1646,177,35,2497,Europe,6,24
2020-06-24,France,Affiliate_30,33,13,5,27,253,0,0,0,7,2,70,10,2,97,14,2,139,36,3,394,Europe,6,24
2020-06-24,France,Affiliate_31,126,57,18,110,334,2,4,104,9,3,203,14,4,278,18,4,400,31,4,743,Europe,6,24
2020-06-24,France,Affiliate_34,1,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,Europe,6,24
2020-06-24,France,Affiliate_35,44,15,8,39,1050,0,0,0,9,4,54,11,4,79,13,4,121,19,4,219,Europe,6,24
2020-06-24,France,Rest,399,126,47,354,1169,8,8,6,11,11,8,11,11,8,13,12,36,21,13,138,Europe,6,24
2020-06-24,Germany,Affiliate_26,7,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,Europe,6,24
2020-06-24,Germany,Affiliate_27,15,5,0,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,Germany,Affiliate_29,336,123,45,252,6457,9,12,114,26,12,302,29,12,359,37,14,483,60,18,748,Europe,6,24
2020-06-24,Germany,Affiliate_30,43,24,7,36,1076,0,0,0,1,1,27,2,1,40,2,1,40,4,1,74,Europe,6,24
2020-06-24,Germany,Affiliate_31,11,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,Germany,Affiliate_33,73,20,7,54,641,2,2,11,2,2,11,2,2,11,2,2,11,4,2,37,Europe,6,24
2020-06-24,Germany,Affiliate_34,57,24,14,44,1516,0,0,0,1,1,19,3,1,52,4,1,52,5,2,63,Europe,6,24
2020-06-24,Germany,Rest,583,253,63,440,1726,3,3,2,8,5,30,9,7,44,9,7,44,13,8,119,Europe,6,24
2020-06-24,Japan,Affiliate_27,3,1,0,2,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,24
2020-06-24,Japan,Affiliate_28,10,7,0,9,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Asia,6,24
2020-06-24,Japan,Affiliate_34,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,24
2020-06-24,Japan,Rest,22,7,4,12,317,1,2,22,2,1,22,2,1,22,4,2,51,4,2,57,Asia,6,24
2020-06-24,Rest of the world,Affiliate_26,257,98,15,171,320,1,1,1,4,2,8,5,2,9,5,2,9,5,2,9,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_27,202,66,19,123,2966,2,2,1,10,6,28,13,7,32,15,8,35,16,8,36,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_28,1052,339,74,721,4256,2,6,148,14,4,222,21,4,237,25,5,243,50,8,307,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_29,1427,506,206,1120,24736,28,46,240,124,54,876,168,61,1241,224,70,1674,339,84,2943,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_30,585,242,75,432,6671,7,7,35,17,13,107,25,16,178,28,16,203,52,20,445,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_31,477,147,40,360,747,3,3,2,3,3,2,6,5,6,7,5,7,15,5,20,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_32,3592,1109,453,2369,100864,63,108,989,344,121,3933,491,139,6287,639,147,8969,1175,162,17724,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_33,3555,795,152,1620,4339,5,5,24,11,9,80,26,10,163,36,10,236,61,12,490,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_34,2671,806,211,1755,13378,8,17,134,35,17,269,49,21,403,57,23,507,96,24,1330,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_35,73,22,12,53,3831,2,3,41,18,6,107,24,6,144,26,7,151,39,8,282,Rest of the world,6,24
2020-06-24,Rest of the world,Affiliate_36,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rest of the world,6,24
2020-06-24,Rest of the world,Rest,1214,361,125,833,2785,7,7,4,25,13,304,39,17,388,48,18,461,72,23,609,Rest of the world,6,24
2020-06-24,Russia,Affiliate_26,1154,501,196,1024,11304,3,3,12,20,12,143,31,17,207,47,19,383,109,22,1156,Europe,6,24
2020-06-24,Russia,Affiliate_27,100,40,13,76,1792,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,Europe,6,24
2020-06-24,Russia,Affiliate_28,145,43,13,114,294,0,0,0,4,1,57,6,1,71,7,1,82,7,1,82,Europe,6,24
2020-06-24,Russia,Affiliate_30,261,106,39,225,1004,2,4,10,9,4,42,13,6,56,13,6,56,24,6,150,Europe,6,24
2020-06-24,Russia,Affiliate_31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,Russia,Affiliate_33,451,173,50,361,823,1,1,2,7,3,20,9,3,26,12,4,38,18,4,77,Europe,6,24
2020-06-24,Russia,Affiliate_34,354,141,62,324,1279,4,8,78,28,9,191,36,9,240,44,10,260,97,12,411,Europe,6,24
2020-06-24,Russia,Rest,896,292,90,606,1176,1,1,3,6,3,27,8,4,33,8,4,33,17,5,62,Europe,6,24
2020-06-24,South Korea,Affiliate_27,3,1,0,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,24
2020-06-24,South Korea,Affiliate_28,20,10,2,27,87,0,0,0,1,1,6,1,1,6,1,1,6,2,2,15,Asia,6,24
2020-06-24,South Korea,Rest,34,11,1,22,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,24
2020-06-24,Spain,Affiliate_26,11,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,Spain,Affiliate_27,5,1,0,2,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,Spain,Affiliate_31,173,70,29,139,961,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,Europe,6,24
2020-06-24,Spain,Affiliate_34,27,10,2,16,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,Spain,Rest,237,63,16,163,421,0,0,0,0,0,0,0,0,0,5,2,16,7,3,20,Europe,6,24
2020-06-24,UK,Affiliate_26,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,UK,Affiliate_27,46,10,3,23,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,UK,Affiliate_29,240,82,40,214,4059,2,5,40,19,7,167,29,7,294,34,7,351,43,8,448,Europe,6,24
2020-06-24,UK,Affiliate_31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,UK,Affiliate_33,81,32,6,55,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,UK,Affiliate_34,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,24
2020-06-24,UK,Affiliate_35,7,6,1,8,555,2,2,4,6,3,37,7,3,39,8,3,51,13,3,93,Europe,6,24
2020-06-24,UK,Rest,382,134,46,284,3389,2,2,3,11,5,31,17,6,44,17,6,44,18,7,46,Europe,6,24
2020-06-24,USA,Affiliate_26,406,178,61,349,5493,5,6,57,22,12,291,27,13,396,33,14,448,61,15,649,NA,6,24
2020-06-24,USA,Affiliate_27,352,118,47,224,6582,5,7,79,27,12,261,31,13,289,45,14,463,109,19,1181,NA,6,24
2020-06-24,USA,Affiliate_28,134,56,17,121,6389,4,12,107,22,9,123,25,11,133,33,12,174,45,12,290,NA,6,24
2020-06-24,USA,Affiliate_29,3541,979,355,2416,70655,65,106,1100,304,118,3118,413,136,4504,494,143,5752,740,160,9376,NA,6,24
2020-06-24,USA,Affiliate_30,192,93,37,177,7146,9,22,205,53,13,541,69,14,718,82,16,876,135,20,1681,NA,6,24
2020-06-24,USA,Affiliate_31,554,226,82,426,22341,9,16,120,46,17,427,60,20,623,69,22,690,113,25,1439,NA,6,24
2020-06-24,USA,Affiliate_32,174,55,25,119,25301,6,7,59,34,13,468,55,15,811,65,16,895,109,16,1855,NA,6,24
2020-06-24,USA,Affiliate_33,472,135,35,327,5030,4,10,158,29,7,858,44,9,1385,51,9,1635,85,11,2768,NA,6,24
2020-06-24,USA,Affiliate_34,1090,365,123,753,17968,12,17,184,51,20,542,69,23,770,74,24,830,116,28,1290,NA,6,24
2020-06-24,USA,Affiliate_35,187,62,35,140,10908,5,7,79,13,11,114,23,12,202,27,12,228,37,13,277,NA,6,24
2020-06-24,USA,Affiliate_36,9652,649,112,4059,4223,4,6,36,32,8,398,54,9,752,65,9,964,108,12,1741,NA,6,24
2020-06-24,USA,Rest,1851,553,156,1291,19624,12,19,154,84,32,821,146,39,1356,171,41,1543,339,50,3113,NA,6,24
2020-06-25,Australia,Affiliate_27,25,11,7,22,832,3,4,38,11,3,58,20,3,121,22,3,122,30,4,188,Asia,6,25
2020-06-25,Australia,Affiliate_31,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Australia,Affiliate_34,35,10,6,22,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Australia,Affiliate_35,5,2,1,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Australia,Affiliate_36,42,6,0,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Australia,Rest,12,2,0,11,602,0,0,0,1,1,6,1,1,6,1,1,6,1,1,6,Asia,6,25
2020-06-25,Canada,Affiliate_27,24,9,1,18,627,0,0,0,2,1,7,2,1,7,2,1,7,2,1,7,NA,6,25
2020-06-25,Canada,Affiliate_34,20,7,2,14,449,1,2,19,4,1,44,4,1,44,4,1,44,4,1,44,NA,6,25
2020-06-25,Canada,Affiliate_36,139,17,1,68,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,25
2020-06-25,Canada,Rest,39,6,0,22,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,25
2020-06-25,France,Affiliate_26,64,25,7,55,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,25
2020-06-25,France,Affiliate_27,38,14,7,30,540,0,0,0,4,1,4,6,1,5,17,3,63,29,3,71,Europe,6,25
2020-06-25,France,Affiliate_29,840,308,124,644,13789,7,13,116,29,13,302,47,17,454,56,19,578,76,23,836,Europe,6,25
2020-06-25,France,Affiliate_30,15,8,4,13,474,0,0,0,1,1,2,1,1,2,1,1,2,1,1,2,Europe,6,25
2020-06-25,France,Affiliate_31,183,74,39,149,5773,4,8,87,11,6,101,14,8,126,17,8,155,21,8,191,Europe,6,25
2020-06-25,France,Affiliate_34,5,0,0,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,25
2020-06-25,France,Affiliate_35,38,15,5,25,1050,1,2,26,4,1,52,6,1,126,9,1,195,11,1,246,Europe,6,25
2020-06-25,France,Affiliate_36,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,25
2020-06-25,France,Rest,299,113,28,272,1414,2,2,11,5,4,67,9,7,77,12,7,85,20,8,167,Europe,6,25
2020-06-25,Germany,Affiliate_26,8,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,25
2020-06-25,Germany,Affiliate_27,16,7,2,12,265,0,0,0,1,1,2,1,1,2,1,1,2,1,1,2,Europe,6,25
2020-06-25,Germany,Affiliate_29,342,121,59,282,5084,7,11,69,26,15,194,37,18,285,46,18,355,73,20,574,Europe,6,25
2020-06-25,Germany,Affiliate_30,52,26,9,46,1405,1,2,23,4,3,33,4,3,33,4,3,33,4,4,46,Europe,6,25
2020-06-25,Germany,Affiliate_31,10,7,2,10,0,0,0,0,1,1,6,1,1,6,1,1,6,1,1,6,Europe,6,25
2020-06-25,Germany,Affiliate_33,76,24,10,50,525,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Europe,6,25
2020-06-25,Germany,Affiliate_34,97,43,13,69,3256,0,0,0,4,4,17,4,4,17,4,4,17,9,5,66,Europe,6,25
2020-06-25,Germany,Affiliate_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,6,25
2020-06-25,Germany,Rest,639,241,58,494,1614,3,5,38,7,4,65,8,4,71,16,8,150,29,10,299,Europe,6,25
2020-06-25,Japan,Affiliate_27,2,0,0,1,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Japan,Affiliate_28,25,17,6,22,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Japan,Affiliate_34,1,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Japan,Affiliate_36,4,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Japan,Rest,15,6,2,12,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,6,25
2020-06-25,Rest of the world,Affiliate_26,629,279,76,492,2109,3,4,5,9,5,28,13,7,42,17,9,74,19,10,78,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_27,204,68,18,136,2939,3,3,10,9,6,32,11,7,33,14,7,42,23,7,63,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_28,1109,325,73,737,2359,3,3,10,10,7,32,17,8,76,20,9,122,54,10,561,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_29,1227,430,151,949,28895,18,24,197,65,36,591,90,40,972,103,42,1199,176,51,2258,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_30,559,231,60,420,5863,6,9,26,45,14,283,69,17,548,83,18,677,173,20,1893,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_31,372,124,18,260,747,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_32,5000,1441,513,3153,114501,83,137,1402,405,159,3970,559,182,5274,647,190,6315,1043,221,11099,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_33,3591,782,159,1634,4611,2,6,62,21,5,234,24,7,248,30,8,291,55,10,480,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_34,2485,724,215,1682,13539,13,15,126,58,24,505,100,27,954,120,29,1177,182,36,1621,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_35,76,28,10,63,3808,2,3,26,8,4,74,12,4,84,14,6,103,34,7,207,Rest of the world,6,25
2020-06-25,Rest of the world,Affiliate_36,17,1,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rest of the world,6,25
2020-06-25,Rest of the world,Rest,1005,282,77,646,3301,1,1,6,5,3,12,7,4,15,7,4,15,9,5,24,Rest of the world,6,25
